,word,pn
5175,良い,1
5177,良識,1
5179,良心,1
5181,力強い,1
5182,力持ち,1
5186,涙ぐましい,1
5189,冷やせる,1
5190,怜悧,1
5192,玲瓏,1
5196,麗しい,1
5197,歴々,1
5201,歴然たる,1
5202,廉潔,1
5206,廉直,1
5208,朗らか,1
5210,和らぐ,1
5211,和らげる,1
5212,話す,1
5214,腕,1
5216,腕きき,1
5220,凛々しい,1
5221,凛と,1
5222,凛乎,1
5226,凛然,1
5230,凛凛,1
5234,剴切,1
5236,屁の河童,1
5240,慥か,1
5242,昵懇,1
5246,洒々落々,1
5250,洒落る,1
5251,瀟洒,1
5253,炯眼,1
5255,煌煌,1
5259,爛漫,1
5263,甦生,1
5265,薔薇色,1
5269,讚える,1
5270,逞しい,1
5271,鑽仰,1
5272,闊達,1
5274,鞏固,1
5276,颯爽,1
